seed,dimension,family,trial,translation_error,relative_error,additive_control_shift
0,3,simplex,17,1.3322676295501878e-15,1.7763568394002505e-15,0.21636201501864605
0,3,simplex,18,8.881784197001252e-16,0.0,2.7336879017748466
0,3,simplex,19,0.0,1.7763568394002505e-15,2.1511872064801807
0,3,random,0,2.6645352591003757e-15,1.7763568394002505e-15,1.6813183400543998
0,3,random,1,8.881784197001252e-16,8.881784197001252e-16,2.5856769039504233
0,3,random,2,1.7763568394002505e-15,1.7763568394002505e-15,0.7862360274223903
0,3,random,3,0.0,4.440892098500626e-16,2.540456166862832
0,3,random,4,4.440892098500626e-16,8.881784197001252e-16,0.8972963310007884
0,3,random,5,8.881784197001252e-16,0.0,3.289582870135199
0,3,random,6,1.7763568394002505e-15,1.7763568394002505e-15,4.01224660629623
0,3,random,7,0.0,0.0,2.8841744554112125
0,3,random,8,2.6645352591003757e-15,0.0,2.652249024694008
0,3,random,9,1.7763568394002505e-15,1.7763568394002505e-15,4.14364702951465
0,3,random,10,1.7763568394002505e-15,1.7763568394002505e-15,2.724502801451848
0,3,random,11,3.1086244689504383e-15,4.884981308350689e-15,2.1746276014680177
0,3,random,12,4.440892098500626e-16,4.440892098500626e-16,2.5090074940987286
0,3,random,13,3.552713678800501e-15,1.7763568394002505e-15,0.27622927604727465
0,3,random,14,0.0,0.0,3.700304921431915
0,3,random,15,3.552713678800501e-15,3.552713678800501e-15,1.9125972716482593
0,3,random,16,1.7763568394002505e-15,3.552713678800501e-15,0.7633658945875155
0,3,random,17,8.881784197001252e-16,8.881784197001252e-16,0.3422192851668484
0,3,random,18,8.881784197001252e-16,0.0,0.5362387546724534
0,3,random,19,1.7763568394002505e-15,1.7763568394002505e-15,1.2246691385590687
0,4,simplex,0,1.7763568394002505e-15,8.881784197001252e-16,0.39084760222433346
0,4,simplex,1,2.220446049250313e-15,8.881784197001252e-16,2.182255170654443
0,4,simplex,2,0.0,1.7763568394002505e-15,0.1458983878558513
0,4,simplex,3,0.0,0.0,0.28839196146640234
0,4,simplex,4,3.552713678800501e-15,3.552713678800501e-15,2.683520030826692
0,4,simplex,5,2.6645352591003757e-15,8.881784197001252e-16,1.6978043084933319
0,4,simplex,6,3.552713678800501e-15,1.7763568394002505e-15,2.9047397149410727
0,4,simplex,7,0.0,2.6645352591003757e-15,0.14617684290761446
0,4,simplex,8,1.7763568394002505e-15,1.7763568394002505e-15,6.480037678736778
0,4,simplex,9,3.1086244689504383e-15,2.6645352591003757e-15,10.076816447288863
0,4,simplex,10,8.881784197001252e-16,4.440892098500626e-16,1.859138233905341
